id,name,age,gender,salary,join_date,email
890,name_890,28.0,Male,60785.0,2018-10-13,user890@example.com
891,name_891,53.0,Female,38681.0,2018-01-03,user891@example.com
892,name_892,30.0,F,70026.0,2018-10-10,user892@example.com
893,name_893,20.0,Female,35892.0,2019-05-27,user893@example.com
894,name_894,50.0,Female,67299.0,2019-11-30,user894@example.com
895, name_895 ,23.0,Male,37073.0,2017-06-28,user895@example.com
896, name_896 ,27.0,Male,50682.0,2015-07-07,user896@example.com
897, name_897 ,22.0,Male,34289.0,2020-06-19,user897@example.com
898,name_898,40.0,Female,27927.0,2019-09-05,user898@example.com
899,name_899,27.0,Male,68330.0,2018-08-06,user899@example.com
900,name_900,,Male,86707.0,2015-02-14,user900@example.com
901,name_901,30.0,Female,97454.0,2019-05-16,user901@example.com
902,name_902,57.0,Female,85428.0,2015-03-24,user902@example.com
903,name_903,19.0,Male,70601.0,2018-02-20,user903@example.com
904,name_904,,Male,,2015-12-24,invalid_email
905,name_905,18.0,Male,22539.0,2019-04-01,user905@example.com
906,name_906,54.0,Male,42669.0,2017-12-25,user906@example.com
907,name_907,26.0,Male,90968.0,2017-07-24,user907@example.com
908,name_908,34.0,Male,40644.0,2019-08-08,user908@example.com
909,name_909,26.0,,38745.0,2016-01-10,user909@example.com
910,name_910,28.0,Female,810315.8888750069,2015-06-11,user910@example.com
911,name_911,32.0,Female,54521.0,2019-11-05,user911@example.com
912, name_912 ,41.0,Male,46928.0,04-11-2018,user912@example.com
913,name_913,55.0,Female,38322.0,2019-08-07,user913@example.com
914,name_914,52.0,Male,77714.0,2018-10-13,user914@example.com
915,name_915,,Male,82292.0,2018-04-26,user915@example.com
916, name_916 ,48.0,Female,,2015-11-18,user916@example.com
917,name_917,22.0,Male,62891.0,2016-03-25,user917@example.com
918,name_918,31.0,Male,26588.0,2019-02-06,user918@example.com
919, name_919 ,28.0,Female,26304.0,2017-11-02,user919@example.com
920,name_920,26.0,Female,,2015-07-03,user920@example.com
921, name_921 ,51.0,Female,49300.0,2015-04-21,user921@example.com
922,name_922,29.0,Male,44259.0,2020-05-04,user922@example.com
923,name_923,52.0,Female,35352.0,2016-05-22,user923@example.com
924,name_924,52.0,Female,53365.0,2018-08-06,user924@example.com
925,name_925,18.0,,39446.0,2015-10-22,user925@example.com
926,name_926,,,22336.0,2019-01-14,user926@example.com
927,name_927,39.0,Female,82032.0,2017-06-22,user927@example.com
928,name_928,46.0,Female,95415.0,2018-05-23,user928@example.com
929,name_929,25.0,Male,,2017-08-31,invalid_email
930, name_930 ,,Male,91707.0,2016-09-23,user930@example.com
931,name_931,58.0,M,43481.0,2020-04-01,user931@example.com
932,name_932,54.0,Male,38474.0,2019-05-10,user932@example.com
933,name_933,31.0,Female,826561.6866475332,2017-11-16,user933@example.com
934,name_934,47.0,Male,75718.0,12-07-2019,user934@example.com
935,name_935,52.0,,64629.0,2017-01-02,user935@example.com
936,name_936,,Female,65232.0,2018-06-08,user936@example.com
937,name_937,54.0,,87169.0,2019-05-08,user937@example.com
938,name_938,22.0,,70669.0,2020-01-05,invalid_email
939,name_939,36.0,,98021.0,2015-11-17,user939@example.com
940,name_940,31.0,Male,89184.0,2017-07-01,invalid_email
941, name_941 ,43.0,Male,67945.0,2018-06-10,user941@example.com
942,name_942,21.0,F,33140.0,2019-08-21,user942@example.com
943,name_943,42.0,Female,34357.0,12-03-2016,user943@example.com
944,name_944,59.0,Male,88673.0,2017-02-19,user944@example.com
945,name_945,42.0,F,85633.0,06-04-2019,user945@example.com
946, name_946 ,35.0,Female,96943.0,2018-11-27,user946@example.com
947,name_947,57.0,Female,98258.0,2017-12-12,user947@example.com
948, name_948 ,25.0,Male,32924.0,2019-12-16,user948@example.com
949, name_949 ,56.0,Female,89286.0,29-08-2018,user949@example.com
950,name_950,,F,,2018-07-28,user950@example.com
951,name_951,31.0,M,77326.0,2016-12-26,user951@example.com
952,name_952,49.0,M,50651.0,2015-01-31,user952@example.com
953,name_953,55.0,F,90202.0,2015-12-03,user953@example.com
954,name_954,50.0,F,68777.0,2015-07-02,user954@example.com
955,name_955,,Male,36994.0,2017-11-12,user955@example.com
956,name_956,32.0,M,87263.0,2016-06-27,user956@example.com
957,name_957,50.0,F,79634.0,2019-01-09,user957@example.com
958, name_958 ,42.0,F,30800.0,02-01-2018,user958@example.com
959,name_959,34.0,,57823.0,2017-10-30,user959@example.com
960,name_960,50.0,Female,83878.0,2019-02-16,user960@example.com
961,name_961,19.0,Male,818346.3197377571,2019-01-19,invalid_email
962,name_962,31.0,F,32819.0,2019-05-09,user962@example.com
963,name_963,,Female,94905.0,2019-05-07,user963@example.com
964,name_964,57.0,M,83870.0,2016-10-21,user964@example.com
965,name_965,56.0,Female,,2015-06-09,user965@example.com
966,name_966,23.0,Male,50573.0,2020-03-20,invalid_email
967,name_967,23.0,F,936429.3036173937,2017-11-03,user967@example.com
968,name_968,20.0,Female,867163.8735433642,2018-04-16,user968@example.com
969,name_969,24.0,Male,25774.0,2016-02-16,user969@example.com
970,name_970,25.0,Male,92055.0,2020-03-16,user970@example.com
971, name_971 ,,Female,30983.0,2017-10-08,invalid_email
972,name_972,32.0,Female,38133.0,2015-02-22,user972@example.com
973,name_973,46.0,Female,34939.0,2016-02-12,user973@example.com
974,name_974,50.0,Male,20781.0,2017-04-26,user974@example.com
975,name_975,,F,76700.0,2017-11-11,user975@example.com
976, name_976 ,56.0,Male,47624.0,19-11-2017,invalid_email
977, name_977 ,44.0,Male,26823.0,2016-12-03,invalid_email
978,name_978,53.0,,38489.0,2015-09-17,user978@example.com
979,name_979,46.0,Male,59961.0,2018-05-13,user979@example.com
980,name_980,55.0,,49118.0,2017-12-18,user980@example.com
981,name_981,50.0,Female,,2019-02-03,user981@example.com
982,name_982,54.0,Female,33565.0,2017-02-14,user982@example.com
983,name_983,44.0,,40354.0,29-01-2019,user983@example.com
984,name_984,50.0,Female,62951.0,2017-11-01,invalid_email
985,name_985,21.0,Male,43648.0,2019-07-13,user985@example.com
986,name_986,39.0,Male,70729.0,2020-05-04,user986@example.com
987, name_987 ,19.0,Female,61971.0,2020-06-20,user987@example.com
988,name_988,27.0,Female,38658.0,2018-08-06,invalid_email
989, name_989 ,22.0,Male,41253.0,2017-04-29,user989@example.com
990,name_990,27.0,Male,84166.0,2019-11-19,user990@example.com
991,name_991,50.0,Male,68563.0,2015-12-20,user991@example.com
992,name_992,55.0,,46390.0,21-07-2019,user992@example.com
993,name_993,30.0,Female,71578.0,03-01-2018,user993@example.com
994,name_994,48.0,Female,99025.0,2017-05-22,user994@example.com
995,name_995,53.0,M,52658.0,2019-10-06,invalid_email
996,name_996,41.0,Female,26852.0,2019-05-04,invalid_email
997,name_997,32.0,Male,22551.0,2019-06-03,user997@example.com
998, name_998 ,46.0,Female,91947.0,2019-01-04,user998@example.com
999,name_999,25.0,Male,81001.0,17-09-2017,invalid_email
1000,name_1000,22.0,Female,69159.0,2018-06-18,user1000@example.com
522,name_522,45.0,Female,49794.0,2015-10-23,user522@example.com
738,name_738,34.0,Male,,19-01-2018,user738@example.com
741, name_741 ,22.0,Female,56735.0,2015-09-24,user741@example.com
661,name_661,39.0,Male,79765.0,2017-03-07,user661@example.com
412,name_412,43.0,F,20207.0,2020-01-20,user412@example.com
679,name_679,54.0,Female,97425.0,31-12-2015,user679@example.com
627,name_627,,F,,2016-03-18,user627@example.com
514,name_514,36.0,Male,62913.0,2016-10-28,user514@example.com
860,name_860,48.0,Male,37069.0,2016-08-01,user860@example.com
137,name_137,40.0,Male,53397.0,30-09-2015,invalid_email
812,name_812,27.0,Male,53937.0,2020-03-02,user812@example.com
77, name_77 ,42.0,Male,75230.0,2019-04-10,user77@example.com
637,name_637,,Female,918338.4122814646,2018-06-11,user637@example.com
974, name_974 ,50.0,Male,20781.0,2017-04-26,user974@example.com
939,name_939,36.0,,713634.1544547237,2015-11-17,user939@example.com
900,name_900,,Male,86707.0,2015-02-14,user900@example.com
281,name_281,37.0,Male,59310.0,2018-02-24,user281@example.com
884,name_884,29.0,Female,52972.0,12-03-2017,user884@example.com
762,name_762,49.0,Male,43762.0,2017-06-01,user762@example.com
320,name_320,49.0,Male,62668.0,2018-12-25,invalid_email
550, name_550 ,55.0,M,29956.0,2016-02-24,user550@example.com
175, name_175 ,49.0,Female,55057.0,2016-06-16,user175@example.com
372, name_372 ,32.0,Female,96329.0,10-10-2015,user372@example.com
528,name_528,52.0,Male,26406.0,2015-08-23,invalid_email
211, name_211 ,23.0,Male,50659.0,2020-02-13,user211@example.com
236,name_236,47.0,F,93297.0,2017-12-22,user236@example.com
102, name_102 ,25.0,Female,49426.0,13-01-2019,user102@example.com
987, name_987 ,19.0,Female,61971.0,2020-06-20,user987@example.com
903,name_903,19.0,Male,70601.0,2018-02-20,user903@example.com
948, name_948 ,25.0,Male,32924.0,16-12-2019,user948@example.com
347, name_347 ,52.0,M,,2017-02-10,user347@example.com
140,name_140,46.0,,96619.0,2019-08-02,user140@example.com
622, name_622 ,29.0,Male,48082.0,2018-12-28,user622@example.com
500, name_500 ,49.0,Female,94270.0,10-02-2020,user500@example.com
371, name_371 ,23.0,Male,53893.0,2016-12-30,user371@example.com
199,name_199,28.0,,68320.0,09-10-2018,user199@example.com
688,name_688,18.0,Female,50841.0,2018-12-10,user688@example.com
585,name_585,25.0,Male,48380.0,07-01-2015,user585@example.com
902,name_902,57.0,Female,85428.0,2015-03-24,user902@example.com
60,name_60,,M,40022.0,06-02-2018,user60@example.com
329, name_329 ,57.0,M,,2016-10-20,invalid_email
97,name_97,56.0,,46958.0,2015-07-30,user97@example.com
313,name_313,54.0,Female,94172.0,26-04-2016,user313@example.com
975,name_975,,Female,76700.0,2017-11-11,user975@example.com
300, name_300 ,,Male,84157.0,2018-08-20,user300@example.com
278,name_278,50.0,Female,84106.0,2019-06-10,user278@example.com
925,name_925,18.0,,39446.0,2015-10-22,user925@example.com
602, name_602 ,53.0,,48671.0,2019-02-07,user602@example.com
440,name_440,49.0,Female,58067.0,2018-04-06,user440@example.com
838,name_838,43.0,Male,73072.0,2015-10-04,user838@example.com
